NT,THT,THt,THQCr,CT,Ct,DT,Dt,QmT,TT,Tt,TCr,C,Si,P,S,RedRatio,dA,dB,dC,HJP,CE,dC^(1/6),Fatigue
870,855,30,8,30,0,30,0,30,650,60,24,0.39,0.27,0.019,0.008,500,0.08,0,0.01,18199.98982,0.774,0.215443469,496
870,855,30,8,30,0,30,0,30,650,60,24,0.39,0.28,0.021,0.018,1120,0.02,0,0.01,18199.98982,0.788333333,0.215443469,502
870,845,30,8,30,0,30,0,30,550,60,24,0.39,0.22,0.017,0.018,480,0.01,0,0.01,16148.4777,0.685,0.215443469,486
870,845,30,8,30,0,30,0,30,600,60,24,0.39,0.22,0.017,0.018,480,0.01,0,0.01,17174.23376,0.685,0.215443469,435
870,845,30,8,30,0,30,0,30,650,60,24,0.39,0.22,0.017,0.018,480,0.01,0,0.01,18199.98982,0.685,0.215443469,397
870,845,30,8,30,0,30,0,30,580,60,24,0.39,0.19,0.01,0.012,640,0.01,0,0,16763.93133,0.814333333,0,591
870,845,30,8,30,0,30,0,30,580,60,24,0.39,0.25,0.015,0.013,640,0.03,0,0,16763.93133,0.841666667,0,609
870,845,30,8,30,0,30,0,30,630,60,24,0.39,0.19,0.01,0.012,640,0.01,0,0,17789.6874,0.814333333,0,551
870,845,30,8,30,0,30,0,30,630,60,24,0.39,0.25,0.015,0.013,640,0.03,0,0,17789.6874,0.841666667,0,563
870,845,30,8,30,0,30,0,30,680,60,24,0.39,0.19,0.01,0.012,640,0.01,0,0,18815.44346,0.814333333,0,482
870,845,30,8,30,0,30,0,30,680,60,24,0.39,0.25,0.015,0.013,640,0.03,0,0,18815.44346,0.841666667,0,490
870,855,30,8,30,0,30,0,30,550,60,24,0.4,0.31,0.012,0.01,1120,0.02,0,0.03,16102.823,0.763333333,0.310723251,583
870,855,30,8,30,0,30,0,30,550,60,24,0.4,0.32,0.013,0.011,1120,0.02,0,0.01,16102.823,0.755666667,0.215443469,562
870,855,30,8,30,0,30,0,30,600,60,24,0.4,0.31,0.012,0.01,1120,0.02,0,0.03,17125.67906,0.763333333,0.310723251,516
870,855,30,8,30,0,30,0,30,600,60,24,0.4,0.32,0.013,0.011,1120,0.02,0,0.01,17125.67906,0.755666667,0.215443469,503
870,855,30,8,30,0,30,0,30,650,60,24,0.4,0.31,0.012,0.01,1120,0.02,0,0.03,18148.53512,0.763333333,0.310723251,482
870,855,30,8,30,0,30,0,30,650,60,24,0.4,0.32,0.013,0.011,1120,0.02,0,0.01,18148.53512,0.755666667,0.215443469,483
870,855,30,8,30,0,30,0,30,550,60,24,0.4,0.26,0.018,0.005,610,0.05,0,0.01,16102.823,0.770333333,0.215443469,562
870,855,30,8,30,0,30,0,30,550,60,24,0.4,0.26,0.024,0.017,500,0.1,0,0,16102.823,0.778,0,585
870,855,30,8,30,0,30,0,30,550,60,24,0.4,0.25,0.011,0.015,700,0.07,0.01,0,16102.823,0.805,0,603
870,855,30,8,30,0,30,0,30,550,60,24,0.4,0.22,0.01,0.004,820,0.02,0,0.02,16102.823,0.749333333,0.271441762,625
870,855,30,8,30,0,30,0,30,550,60,24,0.4,0.25,0.014,0.028,510,0.04,0,0.03,16102.823,0.774,0.310723251,631
870,855,30,8,30,0,30,0,30,600,60,24,0.4,0.26,0.018,0.005,610,0.05,0,0.01,17125.67906,0.770333333,0.215443469,550
870,855,30,8,30,0,30,0,30,600,60,24,0.4,0.26,0.024,0.017,500,0.1,0,0,17125.67906,0.778,0,543
870,855,30,8,30,0,30,0,30,600,60,24,0.4,0.25,0.011,0.015,700,0.07,0.01,0,17125.67906,0.805,0,543
870,855,30,8,30,0,30,0,30,600,60,24,0.4,0.22,0.01,0.004,820,0.02,0,0.02,17125.67906,0.749333333,0.271441762,563
870,855,30,8,30,0,30,0,30,600,60,24,0.4,0.25,0.014,0.028,510,0.04,0,0.03,17125.67906,0.774,0.310723251,577
870,855,30,8,30,0,30,0,30,650,60,24,0.4,0.26,0.018,0.005,610,0.05,0,0.01,18148.53512,0.770333333,0.215443469,494
870,855,30,8,30,0,30,0,30,650,60,24,0.4,0.26,0.024,0.017,500,0.1,0,0,18148.53512,0.778,0,496
870,855,30,8,30,0,30,0,30,650,60,24,0.4,0.25,0.011,0.015,700,0.07,0.01,0,18148.53512,0.805,0,501
870,855,30,8,30,0,30,0,30,650,60,24,0.4,0.22,0.01,0.004,820,0.02,0,0.02,18148.53512,0.749333333,0.271441762,517
870,855,30,8,30,0,30,0,30,650,60,24,0.4,0.25,0.014,0.028,510,0.04,0,0.03,18148.53512,0.774,0.310723251,523
870,845,30,8,30,0,30,0,30,550,60,24,0.4,0.25,0.017,0.015,1740,0.06,0,0.01,16102.823,0.652,0.215443469,510
870,845,30,8,30,0,30,0,30,550,60,24,0.4,0.22,0.011,0.019,530,0.02,0,0.01,16102.823,0.685333333,0.215443469,451
870,845,30,8,30,0,30,0,30,550,60,24,0.4,0.25,0.017,0.012,1740,0.06,0,0.01,16102.823,0.638666667,0.215443469,482
870,845,30,8,30,0,30,0,30,600,60,24,0.4,0.25,0.017,0.015,1740,0.06,0,0.01,17125.67906,0.652,0.215443469,470
870,845,30,8,30,0,30,0,30,600,60,24,0.4,0.22,0.011,0.019,530,0.02,0,0.01,17125.67906,0.685333333,0.215443469,438
870,845,30,8,30,0,30,0,30,600,60,24,0.4,0.25,0.017,0.012,1740,0.06,0,0.01,17125.67906,0.638666667,0.215443469,443
870,845,30,8,30,0,30,0,30,650,60,24,0.4,0.25,0.017,0.015,1740,0.06,0,0.01,18148.53512,0.652,0.215443469,425
870,845,30,8,30,0,30,0,30,650,60,24,0.4,0.22,0.011,0.019,530,0.02,0,0.01,18148.53512,0.685333333,0.215443469,396
870,845,30,8,30,0,30,0,30,650,60,24,0.4,0.25,0.017,0.012,1740,0.06,0,0.01,18148.53512,0.638666667,0.215443469,398
870,845,30,8,30,0,30,0,30,550,60,24,0.4,0.25,0.027,0.016,1510,0,0,0.02,16102.823,0.655,0.271441762,516
870,845,30,8,30,0,30,0,30,600,60,24,0.4,0.25,0.027,0.016,1510,0,0,0.02,17125.67906,0.655,0.271441762,461
870,845,30,8,30,0,30,0,30,650,60,24,0.4,0.25,0.027,0.016,1510,0,0,0.02,18148.53512,0.655,0.271441762,410
870,845,30,8,30,0,30,0,30,580,60,24,0.4,0.23,0.011,0.01,740,0.05,0,0.01,16716.53663,0.836,0.215443469,590
870,845,30,8,30,0,30,0,30,580,60,24,0.4,0.29,0.022,0.009,420,0.03,0,0.01,16716.53663,0.903,0.215443469,606
870,845,30,8,30,0,30,0,30,580,60,24,0.4,0.25,0.021,0.02,590,0.07,0,0.01,16716.53663,0.806666667,0.215443469,584
870,845,30,8,30,0,30,0,30,580,60,24,0.4,0.33,0.011,0.012,1290,0.06,0,0,16716.53663,0.829,0,591
870,845,30,8,30,0,30,0,30,630,60,24,0.4,0.23,0.011,0.01,740,0.05,0,0.01,17739.3927,0.836,0.215443469,543
870,845,30,8,30,0,30,0,30,630,60,24,0.4,0.29,0.022,0.009,420,0.03,0,0.01,17739.3927,0.903,0.215443469,543
870,845,30,8,30,0,30,0,30,630,60,24,0.4,0.25,0.021,0.02,590,0.07,0,0.01,17739.3927,0.806666667,0.215443469,524
870,845,30,8,30,0,30,0,30,630,60,24,0.4,0.33,0.011,0.012,1290,0.06,0,0,17739.3927,0.829,0,542
870,845,30,8,30,0,30,0,30,680,60,24,0.4,0.23,0.011,0.01,740,0.05,0,0.01,18762.24876,0.836,0.215443469,482
870,845,30,8,30,0,30,0,30,680,60,24,0.4,0.29,0.022,0.009,420,0.03,0,0.01,18762.24876,0.903,0.215443469,490
870,845,30,8,30,0,30,0,30,680,60,24,0.4,0.25,0.021,0.02,590,0.07,0,0.01,18762.24876,0.806666667,0.215443469,476
870,845,30,8,30,0,30,0,30,680,60,24,0.4,0.33,0.011,0.012,1290,0.06,0,0,18762.24876,0.829,0,480
870,855,30,8,30,0,30,0,30,550,60,24,0.41,0.24,0.014,0.015,530,0.03,0,0,16057.1683,0.796333333,0,610
870,855,30,8,30,0,30,0,30,550,60,24,0.41,0.24,0.015,0.024,510,0.04,0,0.01,16057.1683,0.792,0.215443469,635
870,855,30,8,30,0,30,0,30,550,60,24,0.41,0.25,0.013,0.019,700,0.03,0,0,16057.1683,0.772,0,566
870,855,30,8,30,0,30,0,30,600,60,24,0.41,0.24,0.014,0.015,530,0.03,0,0,17077.12436,0.796333333,0,551
870,855,30,8,30,0,30,0,30,600,60,24,0.41,0.24,0.015,0.024,510,0.04,0,0.01,17077.12436,0.792,0.215443469,590
870,855,30,8,30,0,30,0,30,600,60,24,0.41,0.25,0.013,0.019,700,0.03,0,0,17077.12436,0.772,0,527
870,855,30,8,30,0,30,0,30,650,60,24,0.41,0.24,0.014,0.015,530,0.03,0,0,18097.08042,0.796333333,0,490
870,855,30,8,30,0,30,0,30,650,60,24,0.41,0.24,0.015,0.024,510,0.04,0,0.01,18097.08042,0.792,0.215443469,517
870,855,30,8,30,0,30,0,30,650,60,24,0.41,0.25,0.013,0.019,700,0.03,0,0,18097.08042,0.772,0,480
870,845,30,8,30,0,30,0,30,550,60,24,0.41,0.24,0.02,0.008,610,0.02,0.01,0.02,16057.1683,0.713666667,0.271441762,425
870,845,30,8,30,0,30,0,30,600,60,24,0.41,0.24,0.02,0.008,610,0.02,0.01,0.02,17077.12436,0.713666667,0.271441762,404
870,845,30,8,30,0,30,0,30,650,60,24,0.41,0.24,0.02,0.008,610,0.02,0.01,0.02,18097.08042,0.713666667,0.271441762,380
870,845,30,8,30,0,30,0,30,550,60,24,0.41,0.34,0.02,0.015,1100,0.04,0,0,16057.1683,0.702,0,530
870,845,30,8,30,0,30,0,30,550,60,24,0.41,0.22,0.01,0.007,820,0.02,0,0.01,16057.1683,0.678666667,0.215443469,445
870,845,30,8,30,0,30,0,30,550,60,24,0.41,0.22,0.014,0.018,480,0.02,0,0,16057.1683,0.705333333,0,443
870,845,30,8,30,0,30,0,30,600,60,24,0.41,0.34,0.02,0.015,1100,0.04,0,0,17077.12436,0.702,0,497
870,845,30,8,30,0,30,0,30,600,60,24,0.41,0.22,0.01,0.007,820,0.02,0,0.01,17077.12436,0.678666667,0.215443469,399
870,845,30,8,30,0,30,0,30,600,60,24,0.41,0.22,0.014,0.018,480,0.02,0,0,17077.12436,0.705333333,0,424
870,845,30,8,30,0,30,0,30,650,60,24,0.41,0.34,0.02,0.015,1100,0.04,0,0,18097.08042,0.702,0,450
870,845,30,8,30,0,30,0,30,650,60,24,0.41,0.22,0.01,0.007,820,0.02,0,0.01,18097.08042,0.678666667,0.215443469,383
870,845,30,8,30,0,30,0,30,650,60,24,0.41,0.22,0.014,0.018,480,0.02,0,0,18097.08042,0.705333333,0,399
870,845,30,8,30,0,30,0,30,580,60,24,0.41,0.29,0.013,0.01,820,0.04,0,0,16669.14193,0.856,0,550
870,845,30,8,30,0,30,0,30,630,60,24,0.41,0.29,0.013,0.01,820,0.04,0,0,17689.098,0.856,0,512
870,845,30,8,30,0,30,0,30,680,60,24,0.41,0.29,0.013,0.01,820,0.04,0,0,18709.05406,0.856,0,469
845,845,30,24,30,0,30,0,30,550,60,24,0.42,0.22,0.022,0.02,825,0.11,0.04,0,16011.5136,0.556666667,0,437
845,845,30,24,30,0,30,0,30,550,60,24,0.42,0.26,0.024,0.01,1270,0.04,0.01,0,16011.5136,0.558,0,452
845,845,30,24,30,0,30,0,30,600,60,24,0.42,0.22,0.022,0.02,825,0.11,0.04,0,17028.56966,0.556666667,0,401
845,845,30,24,30,0,30,0,30,600,60,24,0.42,0.26,0.024,0.01,1270,0.04,0.01,0,17028.56966,0.558,0,422
845,845,30,24,30,0,30,0,30,650,60,24,0.42,0.22,0.022,0.02,825,0.11,0.04,0,18045.62572,0.556666667,0,372
845,845,30,24,30,0,30,0,30,650,60,24,0.42,0.26,0.024,0.01,1270,0.04,0.01,0,18045.62572,0.558,0,382
870,855,30,8,30,0,30,0,30,550,60,24,0.42,0.27,0.01,0.008,820,0.01,0,0.01,16011.5136,0.734333333,0.215443469,524
870,855,30,8,30,0,30,0,30,550,60,24,0.42,0.22,0.016,0.014,1740,0.03,0,0.01,16011.5136,0.754666667,0.215443469,569
870,855,30,8,30,0,30,0,30,550,60,24,0.42,0.32,0.014,0.007,1120,0.01,0,0.01,16011.5136,0.777666667,0.215443469,577
870,855,30,8,30,0,30,0,30,550,60,24,0.42,0.26,0.01,0.004,820,0.03,0,0.02,16011.5136,0.744,0.271441762,565
870,855,30,8,30,0,30,0,30,600,60,24,0.42,0.27,0.01,0.008,820,0.01,0,0.01,17028.56966,0.734333333,0.215443469,504
870,855,30,8,30,0,30,0,30,600,60,24,0.42,0.22,0.016,0.014,1740,0.03,0,0.01,17028.56966,0.754666667,0.215443469,517
870,855,30,8,30,0,30,0,30,600,60,24,0.42,0.32,0.014,0.007,1120,0.01,0,0.01,17028.56966,0.777666667,0.215443469,518
870,855,30,8,30,0,30,0,30,600,60,24,0.42,0.26,0.01,0.004,820,0.03,0,0.02,17028.56966,0.744,0.271441762,524
870,855,30,8,30,0,30,0,30,650,60,24,0.42,0.27,0.01,0.008,820,0.01,0,0.01,18045.62572,0.734333333,0.215443469,457
870,855,30,8,30,0,30,0,30,650,60,24,0.42,0.22,0.016,0.014,1740,0.03,0,0.01,18045.62572,0.754666667,0.215443469,470
870,855,30,8,30,0,30,0,30,650,60,24,0.42,0.32,0.014,0.007,1120,0.01,0,0.01,18045.62572,0.777666667,0.215443469,490
870,855,30,8,30,0,30,0,30,650,60,24,0.42,0.26,0.01,0.004,820,0.03,0,0.02,18045.62572,0.744,0.271441762,485
870,855,30,8,30,0,30,0,30,550,60,24,0.42,0.29,0.015,0.017,500,0.09,0.01,0.01,16011.5136,0.812333333,0.215443469,582
870,855,30,8,30,0,30,0,30,550,60,24,0.42,0.28,0.015,0.008,820,0.04,0,0.01,16011.5136,0.799666667,0.215443469,634
870,855,30,8,30,0,30,0,30,600,60,24,0.42,0.29,0.015,0.017,500,0.09,0.01,0.01,17028.56966,0.812333333,0.215443469,583
870,855,30,8,30,0,30,0,30,600,60,24,0.42,0.28,0.015,0.008,820,0.04,0,0.01,17028.56966,0.799666667,0.215443469,570
870,855,30,8,30,0,30,0,30,650,60,24,0.42,0.29,0.015,0.017,500,0.09,0.01,0.01,18045.62572,0.812333333,0.215443469,505
870,855,30,8,30,0,30,0,30,650,60,24,0.42,0.28,0.015,0.008,820,0.04,0,0.01,18045.62572,0.799666667,0.215443469,502
870,845,30,8,30,0,30,0,30,550,60,24,0.42,0.23,0.01,0.009,820,0.03,0,0,16011.5136,0.706,0,505
870,845,30,8,30,0,30,0,30,550,60,24,0.42,0.21,0.014,0.015,480,0.02,0,0,16011.5136,0.717333333,0,484
870,845,30,8,30,0,30,0,30,550,60,24,0.42,0.24,0.014,0.022,480,0.02,0,0,16011.5136,0.726,0,495
870,845,30,8,30,0,30,0,30,550,60,24,0.42,0.21,0.026,0.019,1510,0,0,0.03,16011.5136,0.697666667,0.310723251,551
870,845,30,8,30,0,30,0,30,600,60,24,0.42,0.23,0.01,0.009,820,0.03,0,0,17028.56966,0.706,0,449
870,845,30,8,30,0,30,0,30,600,60,24,0.42,0.21,0.014,0.015,480,0.02,0,0,17028.56966,0.717333333,0,451
870,845,30,8,30,0,30,0,30,600,60,24,0.42,0.24,0.014,0.022,480,0.02,0,0,17028.56966,0.726,0,459
870,845,30,8,30,0,30,0,30,600,60,24,0.42,0.21,0.026,0.019,1510,0,0,0.03,17028.56966,0.697666667,0.310723251,497
870,845,30,8,30,0,30,0,30,650,60,24,0.42,0.23,0.01,0.009,820,0.03,0,0,18045.62572,0.706,0,411
870,845,30,8,30,0,30,0,30,650,60,24,0.42,0.21,0.014,0.015,480,0.02,0,0,18045.62572,0.717333333,0,404
870,845,30,8,30,0,30,0,30,650,60,24,0.42,0.24,0.014,0.022,480,0.02,0,0,18045.62572,0.726,0,411
870,845,30,8,30,0,30,0,30,650,60,24,0.42,0.21,0.026,0.019,1510,0,0,0.03,18045.62572,0.697666667,0.310723251,438
870,845,30,8,30,0,30,0,30,580,60,24,0.42,0.25,0.012,0.021,640,0.02,0.01,0.01,16621.74723,0.850333333,0.215443469,588
870,845,30,8,30,0,30,0,30,580,60,24,0.42,0.3,0.016,0.004,420,0.03,0,0,16621.74723,0.899333333,0,619
870,845,30,8,30,0,30,0,30,630,60,24,0.42,0.25,0.012,0.021,640,0.02,0.01,0.01,17638.8033,0.850333333,0.215443469,531
870,845,30,8,30,0,30,0,30,630,60,24,0.42,0.3,0.016,0.004,420,0.03,0,0,17638.8033,0.899333333,0,583
870,845,30,8,30,0,30,0,30,680,60,24,0.42,0.25,0.012,0.021,640,0.02,0.01,0.01,18655.85936,0.850333333,0.215443469,491
870,845,30,8,30,0,30,0,30,680,60,24,0.42,0.3,0.016,0.004,420,0.03,0,0,18655.85936,0.899333333,0,498
845,845,30,24,30,0,30,0,30,550,60,24,0.43,0.22,0.017,0.016,1740,0.06,0,0,15965.8589,0.593666667,0,475
845,845,30,24,30,0,30,0,30,600,60,24,0.43,0.22,0.017,0.016,1740,0.06,0,0,16980.01496,0.593666667,0,438
845,845,30,24,30,0,30,0,30,650,60,24,0.43,0.22,0.017,0.016,1740,0.06,0,0,17994.17102,0.593666667,0,388
870,855,30,8,30,0,30,0,30,550,60,24,0.43,0.24,0.022,0.013,1740,0.03,0,0,15965.8589,0.780666667,0,582
870,855,30,8,30,0,30,0,30,600,60,24,0.43,0.24,0.022,0.013,1740,0.03,0,0,16980.01496,0.780666667,0,522
870,855,30,8,30,0,30,0,30,650,60,24,0.43,0.24,0.022,0.013,1740,0.03,0,0,17994.17102,0.780666667,0,483
870,855,30,8,30,0,30,0,30,550,60,24,0.43,0.26,0.019,0.012,1740,0.06,0,0,15965.8589,0.814,0,625
870,855,30,8,30,0,30,0,30,600,60,24,0.43,0.26,0.019,0.012,1740,0.06,0,0,16980.01496,0.814,0,564
870,855,30,8,30,0,30,0,30,650,60,24,0.43,0.26,0.019,0.012,1740,0.06,0,0,17994.17102,0.814,0,511
870,845,30,8,30,0,30,0,30,550,60,24,0.43,0.34,0.017,0.01,1100,0.03,0,0,15965.8589,0.724,0,536
870,845,30,8,30,0,30,0,30,550,60,24,0.43,0.26,0.012,0.017,1740,0.07,0,0,15965.8589,0.714,0,510
870,845,30,8,30,0,30,0,30,600,60,24,0.43,0.34,0.017,0.01,1100,0.03,0,0,16980.01496,0.724,0,502
870,845,30,8,30,0,30,0,30,600,60,24,0.43,0.26,0.012,0.017,1740,0.07,0,0,16980.01496,0.714,0,490
870,845,30,8,30,0,30,0,30,650,60,24,0.43,0.34,0.017,0.01,1100,0.03,0,0,17994.17102,0.724,0,448
870,845,30,8,30,0,30,0,30,650,60,24,0.43,0.26,0.012,0.017,1740,0.07,0,0,17994.17102,0.714,0,442
870,845,30,8,30,0,30,0,30,580,60,24,0.43,0.26,0.012,0.018,590,0.07,0,0,16574.35253,0.827333333,0,569
870,845,30,8,30,0,30,0,30,630,60,24,0.43,0.26,0.012,0.018,590,0.07,0,0,17588.5086,0.827333333,0,550
870,845,30,8,30,0,30,0,30,680,60,24,0.43,0.26,0.012,0.018,590,0.07,0,0,18602.66466,0.827333333,0,463
845,845,30,24,30,0,30,0,30,550,60,24,0.44,0.24,0.021,0.021,825,0.1,0.03,0.01,15920.2042,0.584,0.215443469,446
845,845,30,24,30,0,30,0,30,600,60,24,0.44,0.24,0.021,0.021,825,0.1,0.03,0.01,16931.46026,0.584,0.215443469,415
845,845,30,24,30,0,30,0,30,650,60,24,0.44,0.24,0.021,0.021,825,0.1,0.03,0.01,17942.71632,0.584,0.215443469,378
870,855,30,8,30,0,30,0,30,550,60,24,0.44,0.26,0.017,0.012,1740,0.04,0,0,15920.2042,0.819666667,0,625
870,855,30,8,30,0,30,0,30,600,60,24,0.44,0.26,0.017,0.012,1740,0.04,0,0,16931.46026,0.819666667,0,578
870,855,30,8,30,0,30,0,30,650,60,24,0.44,0.26,0.017,0.012,1740,0.04,0,0,17942.71632,0.819666667,0,516
870,845,30,8,30,0,30,0,30,580,60,24,0.44,0.25,0.01,0.009,820,0.02,0,0.02,16526.95783,0.843333333,0.271441762,607
870,845,30,8,30,0,30,0,30,630,60,24,0.44,0.25,0.01,0.009,820,0.02,0,0.02,17538.2139,0.843333333,0.271441762,550
870,845,30,8,30,0,30,0,30,680,60,24,0.44,0.25,0.01,0.009,820,0.02,0,0.02,18549.46996,0.843333333,0.271441762,482
845,845,30,24,30,0,30,0,30,550,60,24,0.45,0.25,0.018,0.016,1740,0.07,0,0,15874.5495,0.610333333,0,513
845,845,30,24,30,0,30,0,30,550,60,24,0.45,0.26,0.027,0.019,1270,0.12,0.01,0,15874.5495,0.600666667,0,448
845,845,30,24,30,0,30,0,30,550,60,24,0.45,0.24,0.01,0.009,610,0.06,0,0.01,15874.5495,0.597,0.215443469,465
845,845,30,24,30,0,30,0,30,550,60,24,0.45,0.25,0.011,0.025,610,0.09,0,0.04,15874.5495,0.607666667,0.341995189,486
845,845,30,24,30,0,30,0,30,600,60,24,0.45,0.25,0.018,0.016,1740,0.07,0,0,16882.90556,0.610333333,0,459
845,845,30,24,30,0,30,0,30,600,60,24,0.45,0.26,0.027,0.019,1270,0.12,0.01,0,16882.90556,0.600666667,0,415
845,845,30,24,30,0,30,0,30,600,60,24,0.45,0.24,0.01,0.009,610,0.06,0,0.01,16882.90556,0.597,0.215443469,437
845,845,30,24,30,0,30,0,30,600,60,24,0.45,0.25,0.011,0.025,610,0.09,0,0.04,16882.90556,0.607666667,0.341995189,452
845,845,30,24,30,0,30,0,30,650,60,24,0.45,0.25,0.018,0.016,1740,0.07,0,0,17891.26162,0.610333333,0,413
845,845,30,24,30,0,30,0,30,650,60,24,0.45,0.26,0.027,0.019,1270,0.12,0.01,0,17891.26162,0.600666667,0,395
845,845,30,24,30,0,30,0,30,650,60,24,0.45,0.24,0.01,0.009,610,0.06,0,0.01,17891.26162,0.597,0.215443469,398
845,845,30,24,30,0,30,0,30,650,60,24,0.45,0.25,0.011,0.025,610,0.09,0,0.04,17891.26162,0.607666667,0.341995189,398
870,845,30,8,30,0,30,0,30,550,60,24,0.45,0.33,0.008,0.007,740,0.02,0,0.01,15874.5495,0.742666667,0.215443469,477
870,845,30,8,30,0,30,0,30,600,60,24,0.45,0.33,0.008,0.007,740,0.02,0,0.01,16882.90556,0.742666667,0.215443469,451
870,845,30,8,30,0,30,0,30,650,60,24,0.45,0.33,0.008,0.007,740,0.02,0,0.01,17891.26162,0.742666667,0.215443469,410
870,845,30,8,30,0,30,0,30,580,60,24,0.45,0.16,0.009,0.016,640,0.01,0,0,16479.56313,0.841,0,596
870,845,30,8,30,0,30,0,30,630,60,24,0.45,0.16,0.009,0.016,640,0.01,0,0,17487.9192,0.841,0,537
870,845,30,8,30,0,30,0,30,680,60,24,0.45,0.16,0.009,0.016,640,0.01,0,0,18496.27526,0.841,0,477
870,845,30,8,30,0,30,0,30,550,60,24,0.46,0.3,0.014,0.008,1100,0.03,0,0,15828.8948,0.773666667,0,551
870,845,30,8,30,0,30,0,30,600,60,24,0.46,0.3,0.014,0.008,1100,0.03,0,0,16834.35086,0.773666667,0,502
870,845,30,8,30,0,30,0,30,650,60,24,0.46,0.3,0.014,0.008,1100,0.03,0,0,17839.80692,0.773666667,0,460
845,845,30,24,30,0,30,0,30,550,60,24,0.47,0.25,0.015,0.01,610,0.04,0,0.03,15783.2401,0.609333333,0.310723251,465
845,845,30,24,30,0,30,0,30,600,60,24,0.47,0.25,0.015,0.01,610,0.04,0,0.03,16785.79616,0.609333333,0.310723251,442
845,845,30,24,30,0,30,0,30,650,60,24,0.47,0.25,0.015,0.01,610,0.04,0,0.03,17788.35222,0.609333333,0.310723251,396
870,845,30,8,30,0,30,0,30,580,60,24,0.47,0.28,0.011,0.007,740,0.03,0,0.01,16384.77373,0.869333333,0.215443469,600
870,845,30,8,30,0,30,0,30,580,60,24,0.47,0.19,0.013,0.013,640,0.02,0,0,16384.77373,0.854,0,615
870,845,30,8,30,0,30,0,30,630,60,24,0.47,0.28,0.011,0.007,740,0.03,0,0.01,17387.3298,0.869333333,0.215443469,551
870,845,30,8,30,0,30,0,30,630,60,24,0.47,0.19,0.013,0.013,640,0.02,0,0,17387.3298,0.854,0,556
870,845,30,8,30,0,30,0,30,680,60,24,0.47,0.28,0.011,0.007,740,0.03,0,0.01,18389.88586,0.869333333,0.215443469,471
870,845,30,8,30,0,30,0,30,680,60,24,0.47,0.19,0.013,0.013,640,0.02,0,0,18389.88586,0.854,0,476
845,845,30,24,30,0,30,0,30,550,60,24,0.48,0.25,0.024,0.022,1740,0.08,0,0,15737.5854,0.627,0,502
845,845,30,24,30,0,30,0,30,600,60,24,0.48,0.25,0.024,0.022,1740,0.08,0,0,16737.24146,0.627,0,463
845,845,30,24,30,0,30,0,30,650,60,24,0.48,0.25,0.024,0.022,1740,0.08,0,0,17736.89752,0.627,0,415
870,845,30,8,30,0,30,0,30,580,60,24,0.48,0.2,0.01,0.016,640,0.03,0,0,16337.37903,0.860666667,0,618
870,845,30,8,30,0,30,0,30,630,60,24,0.48,0.2,0.01,0.016,640,0.03,0,0,17337.0351,0.860666667,0,543
870,845,30,8,30,0,30,0,30,680,60,24,0.48,0.2,0.01,0.016,640,0.03,0,0,18336.69116,0.860666667,0,491
845,845,30,24,30,0,30,0,30,550,60,24,0.49,0.26,0.027,0.023,1270,0.13,0.01,0,15691.9307,0.643333333,0,504
845,845,30,24,30,0,30,0,30,600,60,24,0.49,0.26,0.027,0.023,1270,0.13,0.01,0,16688.68676,0.643333333,0,468
845,845,30,24,30,0,30,0,30,650,60,24,0.49,0.26,0.027,0.023,1270,0.13,0.01,0,17685.44282,0.643333333,0,415
870,845,30,8,30,0,30,0,30,580,60,24,0.49,0.29,0.014,0.011,820,0.06,0,0.01,16289.98433,0.883666667,0.215443469,585
870,845,30,8,30,0,30,0,30,630,60,24,0.49,0.29,0.014,0.011,820,0.06,0,0.01,17286.7404,0.883666667,0.215443469,543
870,845,30,8,30,0,30,0,30,680,60,24,0.49,0.29,0.014,0.011,820,0.06,0,0.01,18283.49646,0.883666667,0.215443469,479
825,825,30,24,30,0,30,0,30,550,60,24,0.52,0.29,0.016,0.025,825,0.12,0.02,0,15554.9666,0.670333333,0,489
825,825,30,24,30,0,30,0,30,550,60,24,0.52,0.21,0.021,0.021,1740,0.09,0,0,15554.9666,0.676,0,505
825,825,30,24,30,0,30,0,30,600,60,24,0.52,0.29,0.016,0.025,825,0.12,0.02,0,16543.02266,0.670333333,0,444
825,825,30,24,30,0,30,0,30,600,60,24,0.52,0.21,0.021,0.021,1740,0.09,0,0,16543.02266,0.676,0,464
825,825,30,24,30,0,30,0,30,650,60,24,0.52,0.29,0.016,0.025,825,0.12,0.02,0,17531.07872,0.670333333,0,402
825,825,30,24,30,0,30,0,30,650,60,24,0.52,0.21,0.021,0.021,1740,0.09,0,0,17531.07872,0.676,0,410
825,825,30,24,30,0,30,0,30,550,60,24,0.53,0.3,0.019,0.026,1270,0.09,0,0,15509.3119,0.694333333,0,531
825,825,30,24,30,0,30,0,30,600,60,24,0.53,0.3,0.019,0.026,1270,0.09,0,0,16494.46796,0.694333333,0,466
825,825,30,24,30,0,30,0,30,650,60,24,0.53,0.3,0.019,0.026,1270,0.09,0,0,17479.62402,0.694333333,0,415
845,845,30,8,30,0,30,0,30,430,60,24,0.53,1.49,0.011,0.007,925,0.03,0,0,13144.93735,0.795,0,874
845,845,30,8,30,0,30,0,30,430,60,24,0.53,1.31,0.004,0.004,1455,0.02,0.01,0.01,13144.93735,0.789666667,0.215443469,829
